site,contrat,teletravail,titre,description,profile,id_annonce,loc_pays,loc_pays_code,loc_region,loc_region_code,loc_departement,loc_departement_code,loc_ville,loc_ville_code,date_publication,entreprise,salaire,coordonnees,salaire_mini,salaire_maxi,periode,soft_skills
Hello Work,CDI,,Data Analyst H/F,"NEXTON recrute un DATA ANALYST H/F, en CDI, à Paris !

Qui sommes-nous ?

NEXTON c'est avant tout une entreprise qui accompagne ses clients dans leur transformation digitale. Tous les jours, nous travaillons avec des grands comptes et des pures players (SNCF, Orange, BNP PARIBAS...).

Nous sommes experts du digital aussi bien sur de l'accompagnement stratégique qu'opérationnel.

Fort du succès, NEXTON connaît aujourd'hui un développement significatif, autour de ses valeurs piliers : cohésion, confiance et performance.

Et pour toi ? Notre politique de développement des compétences dynamique saura te séduire avec un programme de suivi de carrière sur-mesure.

Le contexte :

Nous cherchons un DATA ANALYST pour notre client, un leader dans le secteur de la santé.

Les missions :
-  Recueillir et extraire les sources de données pertinentes
-  Déployer les concepts et les outils de la Data,
-  Développer des outils de type Excel et powerBi dans le cadre du recueil d'informations auprès des managers
-  Analyser les données : mettre en avant les corrélations, définir les valeurs aberrantes.
-  Spécifier des requêtes complexes nécessaires pour résoudre des besoins métier de reporting, de calcul d'indicateurs et d'exploitation de données,
-  Animer des réunions pour recueillir les besoins d'alimentation et de complétude du portefeuille
-  Produire des tableaux de bord d'analyse

Issu d'une formation Bac +5, tu as au moins 3 ans d'expérience en tant que Data Analyst.

Tu as une très bonne maîtrise des outils de data visualisation : Power BI.

Des connaissances en SQL et Python sont un plus.

NEXTON c'est aussi et surtout de nombreux moments de rencontres tout au long de l'année :
-  Des communautés : 2 Meet Up par mois pour partager et échanger avec des experts
-  De nombreux moments de rencontres professionnels et extra professionnels tout au long de l'année
-  Des moments privilégiés avec ton manager

Prêts à nous rejoindre ? Rencontrons-nous !",,43664128,France,FR,Île-de-France,11.0,Paris,75,Paris,75056.0,2023-12-07T14:07:47.81,NEXTON,,"(48.859, 2.347)",0.0,0.0,,[]
Hello Work,CDI,,Data Analyst H/F,"Vous cherchez à travailler dans une entreprise dynamique où votre travail rime avec impact social et environnemental ? Bienvenue chez nous !

Porteuse de cette ambition, la Direction DAC recherche pour son département Comptabilité Générale un(e) :

Data Analyst (F/H)

Missions générales :
En tant que Data Analyst, vous aurez en charge le traitement, l'exploitation et l'intégration des données.
A ce titre, vous aurez pour missions :
-  Recueil et extraction des sources de données pertinentes et de qualité pour traduction ensuite en données statistiques ;
-  Traitement, exploitation et intégration des données dans un data warehouse (entrepôt de données) ;
-  Création de dashboards, mise en place de KPIs et reporting des performances pour donner une vision cohérente des résultats aux différentes équipes ;
-   Mise en place de process/requêtes et automatisation ;
-  Production d'analyses métiers et de recommandations aux managers ;
-  Gestion des outils d'analyses pour que les décideurs internes et les clients puissent suivre l'évolution de leurs produits ;

Profil : De formation Bac +3 minimum
Vous disposez d'une expérience significative sur une fonction similaire de création, d'administration et de modélisation de bases de données.
Vous maîtrisez les techniques de Machine Learning & de Big Data
Vous êtes bilingue en Anglais et avez une appétence du milieu commercial, notamment de la Grande Distribution.
Vous savez être force de proposition et avez de bonnes capacités relationnelles.

Informations complémentaires :- Lieu : Mondeville
-  Date de démarrage : dès que possible
-  Statut : Cadre niveau 7
-  Une rémunération fixe sur 13, 5 mois complétée par une variable selon performance
-  Intéressement + participation
-  Mutuelle/prévoyance
-  Offres Comité d'Entreprise
-  5 semaines de Congés Payés + 14 jours de RTT
-  Remboursement frais de transport à hauteur de 50%
-  12 % de remise sur achat
-  Perspectives d'évolution au sein de Groupe Carrefour
-  Chez Carrefour, nous avons à coeur de ne passer à côté d'aucun talent et sommes fiers de compter des équipes représentatives de la société dans son ensemble. Nous encourageons ainsi tous types de profils à postuler à cette offre et garantissons un processus de recrutement dénué de toutes formes de discriminations.

Envie de tenter l'aventure ?",,43662811,France,FR,Normandie,28.0,Calvados,14,Mondeville,14437.0,2023-12-07T13:56:27.723,Carrefour,,"(49.169445, -0.309811)",0.0,0.0,,['administration']
Hello Work,Alternance,Télétravail occasionnel,Alternance - Data Analyst H/F,"L'IA School, l'Ecole de l'Intelligence Artificielle et du Management recherche pour son entreprise partenaire, spécialisée dans le secteur du Pharmaceutique, un(e) Data Analyst en contrat d'apprentissage, niveau Master pour préparer l'une de nos formations diplômantes reconnues par l'Etat, de niveau 6 à niveau 7.

Tournez vous vers une alternance qui donne du sens à votre projet professionnel, une alternance au coeur de la révolution IA et Data !

L'alternance au sein de l'IA School, c'est avant tout une formation diplômante reconnue par l'Etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

Missions :
-  Participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que Hadoop, Spark, Python, SQL, etc.
-  Collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  Contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  Collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  Optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  Effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  Veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le RGPD.","Profil recherché :
-  Être actuellement inscrit(e) dans un programme d'études de niveau Master 1 ou 2
-  Avoir une bonne compréhension des bases de données.
-  Maîtriser les langages de programmation tels que Python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-  Avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-  Être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-  Formation prise en charge à 100% par l'entreprise.
-  Poste situé en région Parisienne
-  Rémunération selon niveau d'études + âge.",35332336,France,FR,Île-de-France,11.0,Paris,75,,,2023-12-14T00:19:03.507,GROUPE GEMA - ESI BUSINESS SCHOOL / IA SCHOOL (Siège National),,,0.0,0.0,,"['conception', 'prise de décision', 'fiabilité']"
Hello Work,Stage,,Data Analyst - en Stage H/F,"Vous cherchez à travailler dans une entreprise dynamique où votre travail rime avec impact social et environnemental ? Bienvenue chez nous !
Porteuse de cette ambition, la Direction Expansion Benchmarks Data Systèmes recrute un(e) :

Data Analyst  (F/H) - en stage

Le SETGeoData est un centre d'étude et d'expérimentation, expert de la connaissance des formats physiques et e-commerce ainsi qu'un acteur du développement géographique du Groupe Carrefour en Europe.

Les missions :

Sous la responsabilité d'un chef de projet du département Analytics/Data, vous vous verrez attribuer les missions suivantes :
-  Accompagner le développement d'application de viz automatisées (filtres, design des vues métiers...)  pour l'analyse territoriale des parcs de magasins,
-  Participer à la gestion des bases de données associées et au sourcing API des data,
-  Contribuer au déploiement de notre nouveau modèle de données relationnel des solutions métiers dans notre environnement Carrefour Google Cloud,
-  Etre force de proposition sur des sujets POC et Ad Hoc

Profil :
-  Vous êtes étudiant Bac +5 dans une école d'Ingénieur ou Master Universitaire
-  Vous maitrisez les outils d'interrogation de base de données (SQL/outils ETL)
-  Vous avez de bonne connaissance en modèle relationnel de donnée
-  Vous maitrisez les outils de Data Viz ainsi que  Gsuite
-  Vous avez un anglais technique
-  La connaissance du logiciel  Tableau Software serait un plus
-  Vous êtes rigoureux, autonome et curieux
-  Vous avez une bonne aisance relationnelle
-  Vous aimez travailler en équipe

Encore plus de bonnes raisons de nous rejoindre :
-  Intégrer une équipe conviviale à taille humaine au sein dun grand groupe

Informations complémentaires :

Date de début : 08 janvier 2024
Durée : 6 mois
Lieu : Mondeville (14)

Chez Carrefour, nous avons à coeur de ne passer à côté d'aucun talent et sommes fiers de compter des équipes représentatives de la société dans son ensemble. Nous encourageons ainsi tous types de profils à postuler à cette offre et garantissons un processus de recrutement dénué de toutes formes de discriminations.",,43898964,France,FR,Normandie,28.0,Calvados,14,Mondeville,14437.0,2023-12-13T16:02:22.427,Carrefour,,"(49.169445, -0.309811)",0.0,0.0,,"['responsabilités', 'expérimentation']"
Hello Work,CDI,Télétravail partiel,Information Data Analyst H/F,"Votre principale mission est de travailler avec les parties prenantes interfonctionnelles pour déterminer leurs besoins et fournir des solutions de données pour les différents métiers.

Votre objectif principal est de soutenir la livraison de solutions qui améliorent les capacités de prise de décision commerciale, supply chain... Cela inclut le développement de solutions de visualisation utilisant des applications et une méthodologie standard.

Ce poste clé demande un haut niveau de collaboration avec les organisations opérationnelles et nécessite un engagement avec les équipes projet et les parties prenantes de l'entreprise pour fournir des informations de haute qualité, solutions qui soutiennent la croissance de l'entreprise.

Responsabilités clefs
-  Travailler en étroite collaboration avec les équipes métiers, IT ainsi que l'équipe projet pour gérer et documenter la collecte des besoins métiers pour toutes nouvelles demandes
-  Travailler en coordination avec l'équipe Analytics du groupe Britvic
-  Aider à la conception, au développement, au test et à la mise en oeuvre de nouveaux développements et / ou d'améliorations aux systèmes qui fournissent les rapports et les analyses
-  Aider l'équipe technique à offrir une expérience cohérente pour l'entreprise tout en utilisant les applications de business intelligence.
-  Travailler en étroite collaboration avec l'entreprise pour comprendre ses processus de données et de reporting à la recherche d'opportunités de simplification ou d'automatisation
-  Créer et/ou maintenir une documentation conforme aux normes de processus pour la mise en forme et la conception
-  Mettre régulièrement à jour les gestionnaires et les équipes de projet avec des rapports d'avancement
-  Contribuer au développement d'une communauté de business analysts au sein de l'entreprise
-  Supporter la solution ODI en place chez Teisseire","De formation Bac +2 à Bac +5 en IT ou Ecole d'ingénieur, vous avez a minima 3 ans d'expérience et possédez les compétences suivantes :
-   Connaissance de SQL', R' or Python' et base de données
-   Maîtrise de MS Office : Excel (recherches, tableaux croisés dynamiques) et PowerPoint
-   Axé sur la haute qualité avec une excellente attention aux détails et de solides compétences en résolution de problèmes
-   Assume la responsabilité de fournir un travail de haute qualité
-   Enthousiaste et désireux d'apprendre de nouveaux domaines ++",43829508,France,FR,Auvergne-Rhône-Alpes,84.0,Isère,38,Crolles,38140.0,2023-12-12T10:38:11.557,Teisseire,,"(45.283529, 5.883069)",0.0,0.0,,"['organisation', 'conception', 'résolution des problèmes', 'prise de décision', 'responsabilités', 'coordination', 'attention']"
Hello Work,CDI,Télétravail partiel,Data Analyst Power Bi Asap H/F,"Vos missions
- Recueil et analyse des besoins opérationnels.
- Définition des KPI : volumes, délais, coûts, alertes.
- Extraction des données de SAP BW avec Power Query.
- Fiabilisation des données : remontée des erreurs aux équipes basées en Espagne.
- Transformation des données et modèle relationnel.
- Création de rapports Power BI (+ DAX).
- Publication des rapports Power BI et gestion de l'espace de travail.
- Présentation et formation à l'utilisation des rapports.
- Reporting Excel VBA (demandes ponctuelles).

Profil recherché
- Power BI, DAX (2 ans).
- Compréhension du modèle relationnel (+ minimum de connaissances en SQL).
- Force de proposition : aide à la définition des KPI, améliorations.
- Excel et VBA (Access est un +).
- Anglais ou Espagnol (écrit et parlé).",,21093592,France,FR,Île-de-France,11.0,Hauts-de-Seine,92,Boulogne-Billancourt,92012.0,2023-12-23T00:24:31.72,Groupe Trèfle,,"(48.836976, 2.242716)",0.0,0.0,,['présentation']
Hello Work,CDI,,Data Analyst H/F,"Votre futur équipe

Vous rejoignez l'équipe en charge des projets de transformation digitale sous la supervision d'Oriane, Responsable d'Activités.

En tant que Data Analyst, vous contribuez au développement de l'activité autour de la gestion des données et de la transformation numérique au sein de son Pôle Intégration Digitale en accompagnant les clients sur leurs projets, sur des prestations de conseil et d'expertise, de gestion de contenu et de documents, d'ingénierie d'applications et de business intelligence.

Vos principales missions seront les suivantes :

-  Contribuer activement à définir, faire évoluer et mettre en oeuvre la stratégie DATA ainsi que les modèles de données.
-  Traitement, exploitation et intégration des données dans un data warehouse.
-  Participer à la création de dashboard mise en place de KPIs et reporting des performances pour donner une vision cohérente des résultats aux différentes équipes.
-  Gestion des outils d'analyses pour que les décideurs internes et les clients puissent suivre l'évolution de leurs produits.
-  Veille technologique des nouveaux outils visant à l'améliorer l'analyse des données.
-  Enrichir les réflexions stratégiques autour de la gouvernance des données.

Pourquoi rejoindre la communauté des Switchers ?

Rejoignez la communauté des Switchers et faites partie d'une aventure digitale passionnante au coeur de l'industrie nucléaire !

-  Plus de 55 ans d'expérience dans le nucléaire et positionné dans le top 3 des plus grandes entreprises d'ingénierie nucléaire.
-  Participer à des projets stimulants avec un véritable impact sociétal.
-  De nombreuses opportunités de carrière avec 70% de nos managers issus de la promotion interne.","Qualifications

Vos atouts et les prérequis pour réussir
-   De formation Ingénieur ou Bac +5 en data science, statistiques, mathématiques ou informatique, vous disposez d'une expérience de plus de 5 ans dans le traitement de données.
-   Vous avez également une bonne expérience en gestion de projet et une appétence pour la coordination d'équipe.

Informations supplémentaires

Nous nous engageons au respect de l'égalité de traitement entre les candidats, et célébrons toutes les formes de diversité. Chez Assystem, seules les compétences comptent ! Si vous souhaitez porter à la connaissance d'Assystem une quelconque situation ou des besoins spécifiques, n'hésitez pas vous serez accompagné(e) !",43602454,France,FR,Auvergne-Rhône-Alpes,84.0,Rhône,69,Lyon,69123.0,2023-12-06T17:54:22.807,Assystem,,"(45.758, 4.835)",0.0,0.0,,"['supervision', 'conseil', 'coordination', 'gestion de projet']"
Hello Work,CDI,Télétravail partiel,Analyste Données - Data Analyst - Risque de Crédit H/F,"DIRECTION DES RISQUES

Au niveau du Groupe Crédit Mutuel, la Direction des risques de la CNCM coordonne et co-construit avec les Groupes Régionaux les dispositifs de mesure des risques, ainsi que leurs évolutions. Elle est le point d'entrée de la supervision (Banque Centrale Européenne, ACPR, Conseil de résolution unique). En rejoignant cette Direction, vous participez activement à construire la vision globale des risques du Groupe Crédit Mutuel et évoluez dans un environnement dynamique, au coeur de l'actualité économique et financière.

Vos missions

Vous intégrez le département Risque de crédit, en charge notamment du système de notation interne, des paramètres bâlois et du dispositif IFRS9 pour l'ensemble du groupe. Votre rôle est de coordonner différents projets transverses et vous interagissez en ce sens avec de nombreux interlocuteurs des Directions financières, engagements et des risques des groupes régionaux de Crédit Mutuel et de la Confédération. Vos missions porteront principalement sur :

-  La prise en charge des sujets quantitatifs transverses du département Risque de Crédit
-  Les réponses aux demandes urgentes du management ou du superviseur relatives au risque de crédit en allant directement exploiter les bases de données du système d'information grâce à vos compétences d'analyse de données
-  La définition et la mise en oeuvre des actions de contrôle assurant la qualité de la donnée
-  Le suivi rapproché des indicateurs en prenant compte du contexte macroéconomique
-  La contribution à la maîtrise d'ouvrage des outils : identifier les besoins, suivre les développements et réaliser les tests de recette
-  La présentation de vos travaux lors de comités et les défendez face aux auditeurs internes ou externes

Ce que vous allez vivre chez nous

Tout d'abord une aventure humaine, bienveillante et formatrice. Au sein d'une équipe dynamique et animée par un esprit de collaboration. Une expérience professionnelle exigeante, polyvalente et en contact permanent avec l'ensemble des équipes du groupe Crédit Mutuel, mais aussi des acteurs clef du monde bancaire et financier européen. Comme l'ensemble du groupe, l'organe central fait le choix d'une politique sociale encourageant le développement des compétences et la promotion interne, d'une protection sociale de haut niveau ainsi qu'une politique volontariste en matière de diversité, d'égalité professionnelle et de l'équilibre des temps de vie pour accompagner ses 250 collaborateurs et collaboratrices au quotidien. 
 
Concrètement, nos collaborat.eur.rice.s bénéficient :

-  D'une rémunération annuelle fixe sur 13 mois et d'une prime de participation et d'intéressement
-  De 30 jours de congés payés et environ 20 RTT par an
-  De titres-restaurant d'une valeur de 12 €/jour (60% pris en charge par l'employeur ; 40% par le.la collaborat.eur.rice)
-  D'un accord de télétravail (2 jours de télétravail/semaine)
-  D'une protection sociale renforcée avec 85% de participation employeur
-  D'une convention collective avantageuse et d'un ensemble de mesures complémentaires (parentalité, handicap & proches aidants, égalité professionnelle...)
-  D'un plan de formation ambitieux et d'un accompagnement tout au long de la carrière favorisant la mobilité géographique et fonctionnelle.

Ce que nous allons aimer chez vous

Issu.e d'une formation : Bac +5 avec une spécialisation en mathématique, statistiques et/ou informatique, vous avez 2-3 ans d'expérience professionnelle de préférence dans un établissement bancaire ou financier, ou dans un cabinet d'audit ou de consulting, sur des sujets quantitatifs. Vous maîtrisez les principaux logiciels de traitements de données (R, Python, SAS, SPSS ou autres) et vous souhaitez poursuivre votre parcours professionnel dans le domaine du traitement de la donnée. Vous appréciez travailler en équipe, et savez communiquer sur vos travaux de manière pédagogue et synthétique, autant à l'écrit qu'à l'oral. Votre sens d'organisation, votre rigueur et votre esprit d'initiative, vous permet de réaliser vos missions en autonomie et dans les délais impartis. Vous appréciez cependant le travail d'équipe et le partage des connaissances, grâce à votre aisance relationnelle.",,44137117,France,FR,Île-de-France,11.0,Paris,75,Paris,75056.0,2023-12-20T01:33:00.5,CONFEDERATION NATIONALE DU CREDIT MUTUEL,45 000 - 60 000 EUR par an,"(48.859, 2.347)",45000.0,60000.0,année,"['organisation', 'présentation', 'autonomie', 'supervision', 'conseil', 'initiative']"
Hello Work,CDI,,Data Analyst Rse Confirmé H/F,"Vous cherchez à travailler dans une entreprise dynamique où votre travail rime avec impact social et environnemental ?

Bienvenue chez nous ! La Direction Engagement recrute un(e) :

Data Analyst RSE confirmé F/H
Carrefour calcule depuis plus de 3 ans ses émissions scope 3.

Celles-ci correspondent au reporting des émissions générées indirectement par l'activité du Groupe, en amont et en aval de ses magasins, lors de la production des biens et services commercialisés par Carrefour, de leur transport et de leur utilisation.

Compte tenu de la masse d'informations nécessaire à cette estimation, des méthodes simplifiées sont utilisées. Elles utilisent des données de chiffres d'affaires couplées à des facteurs d'émissions génériques (issus de la bibliographie) qui estiment les émissions par masse de produit ou chiffre d'affaires. Ces méthodes permettent d'avoir une estimation en grosse maille mais permettent mal de rendre compte des actions du Groupe pour réduire ses émissions.

Par ailleurs, les outils et bases de données du Groupe n'ont pas été conçus pour apporter la précision nécessaire. Ces données devenant progressivement incontournables pour estimer la performance du groupe, (notamment à la demande des actionnaires), la Direction RSE recrute un data analyst confirmé pour poursuivre les travaux d'amélioration du reporting Scope 3 du Groupe.

Les missions :- Contribuer à l'amélioration de la méthode de calcul du scope 3 chez Carrefour.
-  Optimiser l'utilisation des bases de données Carrefour en identifiant les sources d'erreurs et en proposant des améliorations en collaboration avec les équipes internes.
-  Proposer des améliorations pour la collecte de données sur d'autres indicateurs, notamment les emballages, nécessitant l'acquisition et l'agrégation de données spécifiques et génériques.
-  Participer à la réflexion sur l'évolution de la gestion des données extra-financières.
-  Acheter de nouvelles bases de données pour les facteurs d'émissions.
-  Collecter les données nécessaires auprès de divers interlocuteurs, calculer les émissions du scope 3 de Carrefour et produire les livrables de restitution.
-  Collaborer avec l'IT et/ou un prestataire externe pour automatiser la méthode de calcul du scope 3 et la production des livrables.
-  Concevoir un reporting sur le niveau de mise en oeuvre des actions visant à réduire les émissions du scope 3 de Carrefour, en tenant compte des actions non encore prises en compte dans le calcul global de l'empreinte du groupe.
-  Revoir la trajectoire de réduction des émissions en utilisant les nouveaux résultats d'empreinte du scope 3 et en intégrant les réductions liées aux objectifs actuels du groupe.
Votre profil :- Expertise significative en gestion de données et systèmes d'information.
-  Maîtrise d'Excel, du SQL et d'un outil de cloud computing, idéalement GCP (Google Cloud Platform).
-  Connaissances financières.
-  Capacité à gérer le développement IT en collaboration avec des équipes internes et des prestataires.
-  Aptitude à travailler en équipe.
-  Intérêt pour les sujets liés à la RSE (Responsabilité Sociale des Entreprises).
-  Compétence en analyse de données et capacité à prendre du recul.

Chez Carrefour, nous avons à coeur de ne passer à côté d'aucun talent et sommes fiers de compter des équipes représentatives de la société dans son ensemble. Nous encourageons ainsi tous types de profils à postuler à cette offre et garantissons un processus de recrutement dénué de toutes formes de discriminations.",,42656791,France,FR,Île-de-France,11.0,Essonne,91,Massy,91377.0,2023-12-17T00:18:02.233,Carrefour,,"(48.728133, 2.269556)",0.0,0.0,,"['précision', 'responsabilités']"
Hello Work,CDI,Télétravail occasionnel,Consultant Débutant Data Analyst en Financement H/F,"Vos challenges

En collaboration avec l'équipe restructuring, vous avez envie de :

* Faire un double parcours : Analyste financier / Data Scientist
* Apporter un éclairage nouveau sur la performance du portefeuille à financer
* Mener des analyses prédictives sur les données retraitées
* Dynamiser nos échanges avec les clients, notamment utiliser la Data Visualisation pour explorer le résultat des analyses
* Accompagner les équipes dans le développement d'analyses automatisées
* Générer des opportunités d'analyses stratégiques et de nouveaux services autour de la donnée et du digital pour nos clients

Et bien sûr vous épanouir au sein de notre équipe de La Défense, EQHO !","* Vous êtes diplômé d'une grande école d'ingénieur ou d'un équivalent universitaire avec spécialisation data. Un double cursus en finance serait un plus.
* Vous justifiez d'une expérience préalable réussie dans le domaine de l'analyse avancée de donnée
* Vous maîtriser les langages de programmations R et/ou Python
* Vos outils de prédilection : Excel, Alteryx, logiciel ou langage dédié à la Data Visualization (Tableau, Qlik, Microstrategy desktop, Microsoft Power BI...)

Vous êtes reconnu pour les qualités/compétences suivantes :

* Rigueur et capacité à investir dans les sujets complexes
* Qualités d'analyse et de synthèse
* Qualités de communication écrites et orales
* Esprit d'équipe et d'initiative (pro-activité)
* Bonne maîtrise de l'anglais

Vous vous reconnaissez dans cette description ?",36993463,France,FR,Île-de-France,11.0,Hauts-de-Seine,92,Courbevoie,92026.0,2023-12-25T00:27:00.49,KPMG,,"(48.897998, 2.256986)",0.0,0.0,,"['esprit d’équipe', 'communication', 'initiative', 'synthèse']"
Hello Work,Stage,Télétravail partiel,Stage Data Scientist - Data Analyst H/F,"Parlons de vous...

Formation : Bac +5 dans les domaines des statistiques, du marketing et/ ou de l'informatique.

Qualités requises : Curieux, déterminé, appliqué et rigoureux

Compétences informatiques requises : Java script, VBA

Langues : Anglais

Durée : 6 mois à partir de septembre

Lieu du stage : Valeo Systèmes de Contrôle Moteur - Cergy St Christophe - Accès par le RER A et la ligne L.

Position :
Marketing Trainee/Apprentice/VIE
Département :
PG Product Marketing PTSSchedule :
Temps plein
Employee Status :
Stagiaire (durée déterminée) (stagiaire)
Type de contrat :
Stagiaire rémunéréJob Posting Date :
2023-05-24Join Us !
Being part of our team, you will join :
-  One of the largest global innovative companies, with more than 20, 000 engineers working in Research & Development
-  A multi-cultural environment that values diversity and international collaboration
-  More than 100, 000 colleagues in 31 countries... which make a lot of opportunity for career growth
-  A business highly committed to limiting the environmental impact if its activities and ranked by Corporate Knights as the number one company in the automotive sector in terms of sustainable development

More information on Valeo : https://www.valeo.com",,44097671,France,FR,Île-de-France,11.0,Val-d'Oise,95,Cergy,95127.0,2023-12-19T10:26:17.36,Valeo,,"(49.042161, 2.046317)",0.0,0.0,,[]
Hello Work,Stage,Télétravail partiel,Stage Data Analyst Si H/F,"Nous rejoindre, pour quoi faire?
Vous aurez pour missions :
l'automatisation de reportings financiers existants,
le développement de nouveaux reportings et d'outils de contrôle pour améliorer la fiabilité des prévisions financières et l'efficacité des processus financiers,
la création de preuves de concept et maquettes des outils de reporting, pour des éventuels déploiements à d'autres équipes au CEA.
De plus, vous aurez de nombreux échanges avec l'équipe de gestionnaires financiers de l'Institut Liten, ainsi qu'avec les contrôleurs de gestions.
Stage sur Grenoble de 5 mois","Vous êtes en 2eme BUT STID et vous recherchez un stage dans une équipe dynamique, alors rejoignez nous !
Vous connaissez les outils d'exploitation de base de données (BI), macro Excel, SQL.
A l'aise avec Excel, vous apporterez vos compétences sur d'autres langages de programmation.
Vous êtes reconnu.e pour votre esprit d'équipe, votre rigueur, et vos capacités d'adaptation.",42682020,France,FR,Auvergne-Rhône-Alpes,84.0,Isère,38,Grenoble,38185.0,2023-12-18T00:19:34.297,CEA,,"(45.182081, 5.7243)",0.0,0.0,,"['adaptation', 'esprit d’équipe', 'fiabilité']"
Hello Work,CDI,Télétravail occasionnel,Data Analyst Confirmé H/F,"Dans le cadre de notre croissance et pour répondre aux besoins évolutifs de nos clients, nous recherchons un.e #DATA Analyst afin d'intégrer nos équipes.

Vos missions :
-  Analyser les besoins avec les équipes métiers et #DATA analystes
-  Participation aux choix des solutions à mettre en place
-  Concevoir, développer et garantir la qualité des traitements de données et réaliser les tests de validation
-  Collecte, sauvegarde et traitement des données
-  Administration du cluster
-  Réaliser les ordonnancements des traitements
-  Industrialiser les traitements #DATA science au sein du #DATA lake
-  Travailler sur la mise en place du déploiement
-  Assurer la mise en oeuvre, le suivi, l'exploitation et la mise à jour des différents outils déployés","Nous recherchons avant tout des personnalités : curieuses, habiles, sociales, adaptables et passionnées.

De formation Bac +5 (Master 2, DESS, DEA), formation ingénieure ou informatique, tu as une expérience d'au moins 2 ans en Analyse de #DATA.

Les technos :
-   Base de données GCP/ BigQuery
-   QlikSense / Tableau Software / Power BI
-   Développement (Python, R)

En bonus :
-   Evolution dans un environnement Big #DATA
-   Capacité à gérer un projet de #DATA Analysis

Ce poste en CDI est à pourvoir dès que possible sur la région lyonnaise.

Vous êtes un futur collaborateur acteur, en quête de perspectives d'évolution, capable de rigueur et d'esprit d'analyse ? Rejoignez-nous !",43785243,France,FR,Auvergne-Rhône-Alpes,84.0,Rhône,69,Lyon,69123.0,2023-12-11T14:46:06.213,Evoteo Consulting,37 000 - 46 000 EUR par an,"(45.758, 4.835)",37000.0,46000.0,année,['administration']
Hello Work,CDI,Télétravail occasionnel,Data Analyst - Supply Chain H/F,"Le Data Analyst H/F a pour mission de développer et pérenniser les processus de traitement de données inhérents à la Supply Chain. A ce titre il/elle sera garant(e) de la pertinence et de l'intégrité des données permettant ainsi d'accélérer les prises de décisions et contribuer à la qualité du service apportée aux clients de la Société.

Il/elle a pour principales missions de :
-  Développer l'utilisation et travailler la pertinence du système de planification et de l'ERP existants (modélisation de flux, identification des goulots, proposition d'actions/ aide à la décision sur pilotage charge/capacité)
-  Analyser le parc matières premières compte tenu des disponibilités des stocks des autres sociétés du groupe et/ou des formats utilisés
-  Identifier les besoins en approvisionnement, créer les demandes d'approvisionnement et réaliser les affections matières premières aux commandes enregistrées dans le système d'information
-  Développer et suivre la mise en oeuvre du planning PIC/PDP en fonction des dates de livraison clients, des disponibilités et des aléas ;
-  Participer à l'élaboration du planning hebdomadaire de charge par rapport à la capacité de chaque ligne de production ; en tenant compte des pannes ou des évolutions d'outils
-  Analyser l'avancement des commandes au sein des ateliers de production, des activités de sous-traitance, jusqu'à l'expédition des produits ;
-  Calculer les besoins de la Supply Chain, construire le processus S&OP, participer aux projections d'inventaire, suivis du chiffre d'affaires
-  Enrichir et fiabiliser les données de gestion des flux et mettre à jour les systèmes d'informations pour améliorer la prise de décision ;
-  Créer des tableaux de bord et suivre les indicateurs de l'activité (OTD, WIP, inventaires, OEE, etc.)
-  Préparer les données pour les réunions du service Supply Chain et partager les analyses sur les risques de retard et opportunités d'amélioration
-  S'assurer que le système d'information de gestion de la production soit mis à jour
-  Développer des rapports et outils d'analyse de données pour le service Opérations et les services en soutien","De formation ingénieur ou Master 2 (spécialité logistique, transport, supply chain, gestion de production ou génie des systèmes industriels) disposant de :
-   Expérience dans l'industrie manufacturière, idéalement dans la métallurgie ;
-   Bonnes connaissances de l'approvisionnement métal, des systèmes d'exploitation informatique, des process de fabrication et de la logistique ;
-   Très bonne maîtrise d'Excel, tableaux croisés dynamiques, requêtes SQL, fonctions VBA souhaitées
-   Anglais opérationnel exigé
-   Capacité d'analyse
-   Esprit d'équipe",42624209,France,FR,Hauts-de-France,32.0,Nord,59,Hautmont,59291.0,2023-12-17T00:17:14.067,Forgital Dembiermont,,"(50.252233, 3.921316)",0.0,0.0,,"['prise de décision', 'esprit d’équipe', 'planification']"
